,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent
7769,Jump Shot,Jump Shot,376,20900448,34.0543,-155,-10,-118.4248,3,3,0,2009-10,25,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/28/2009,PHX
7770,Fadeaway Jump Shot,Jump Shot,350,20801186,34.0383,114,6,-118.1558,4,3,0,2008-09,7,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/10/2009,POR
7771,Jump Shot,Jump Shot,317,29800210,33.9983,143,46,-118.1268,8,3,0,1998-99,40,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/3/1999,PHX
7772,Driving Layup Shot,Layup,433,20700326,34.0443,0,0,-118.2698,6,4,0,2007-08,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/13/2007,SAS
7773,Jump Shot,Jump Shot,80,20000896,33.9363,94,108,-118.1758,2,1,0,2000-01,44,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/9/2001,SAS
7774,Jump Shot,Jump Shot,41,29901144,33.8953,136,149,-118.1338,7,1,0,1999-00,45,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/14/2000,SAC
7775,Driving Layup Shot,Layup,340,20500471,34.0443,0,0,-118.2698,3,3,0,2005-06,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/6/2006,PHI
7776,Jump Shot,Jump Shot,519,29701033,34.0443,119,0,-118.1508,6,4,0,1997-98,4,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/29/1998,WAS
7777,Jump Shot,Jump Shot,195,40300235,33.9623,140,82,-118.1298,1,2,1,2003-04,19,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/13/2004,SAS
7778,Jump Shot,Jump Shot,302,20900564,33.8053,-49,239,-118.3188,7,3,0,2009-10,49,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/13/2010,DAL
7779,Driving Layup Shot,Layup,437,21200706,34.0433,4,1,-118.2658,5,4,0,2012-13,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/3/2013,DET
7780,Jump Shot,Jump Shot,208,20000280,33.9283,159,116,-118.1108,2,2,0,2000-01,30,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/8/2000,SEA
7781,Jump Shot,Jump Shot,106,20800797,33.8613,-147,183,-118.4168,1,1,0,2008-09,9,23,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/17/2009,ATL
7782,Jump Shot,Jump Shot,246,20400845,33.9983,-25,46,-118.2948,10,3,0,2004-05,36,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/2/2005,BOS
7783,Jump Shot,Jump Shot,201,20700753,33.8153,-99,229,-118.3688,1,2,0,2007-08,23,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/11/2008,CHA
7784,Jump Shot,Jump Shot,435,29700310,33.9763,-184,68,-118.4538,3,4,0,1997-98,6,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/14/1997,DAL
7785,Jump Shot,Jump Shot,35,49900059,33.9723,229,72,-118.0408,7,1,1,1999-00,4,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,5/16/2000,PHX
7786,Jump Shot,Jump Shot,331,41000232,33.8743,-40,170,-118.3098,4,3,1,2010-11,5,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/4/2011,DAL
7787,Jump Shot,Jump Shot,179,20400915,34.0193,-195,25,-118.4648,3,2,0,2004-05,13,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/12/2005,CHA
7788,Layup Shot,Layup,51,20100816,34.0443,0,0,-118.2698,5,1,0,2001-02,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/27/2002,MIN
7789,Jump Shot,Jump Shot,493,20801186,33.9233,-112,121,-118.3818,2,4,0,2008-09,20,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/10/2009,POR
7790,Jump Shot,Jump Shot,471,20400003,33.8353,-87,209,-118.3568,3,4,0,2004-05,15,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/2/2004,DEN
7791,Jump Shot,Jump Shot,326,21001028,33.8883,111,156,-118.1588,4,3,0,2010-11,5,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/18/2011,MIN
7792,Jump Shot,Jump Shot,486,20200880,34.0573,-117,-13,-118.3868,2,4,0,2002-03,18,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/5/2003,IND
7793,Jump Shot,Jump Shot,359,20100259,33.8813,-4,163,-118.2738,0,3,0,2001-02,57,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/5/2001,DAL
7794,Jump Shot,Jump Shot,293,21000053,33.8743,200,170,-118.0698,11,3,0,2010-11,14,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/2/2010,MEM
7795,Jump Shot,Jump Shot,91,20600969,33.9913,228,53,-118.0418,0,1,0,2006-07,58,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,3/15/2007,DEN
7796,Layup Shot,Layup,29,20900083,34.0443,0,0,-118.2698,9,1,0,2009-10,19,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/2009,MEM
7797,Floating Jump shot,Jump Shot,434,20900057,33.9703,-4,74,-118.2738,3,4,0,2009-10,22,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/3/2009,OKC
7798,Jump Shot,Jump Shot,240,21000420,33.6393,88,405,-118.1818,0,2,0,2010-11,0,41,0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,12/21/2010,MIL
7799,Layup Shot,Layup,238,29701106,34.0443,0,0,-118.2698,1,2,0,1997-98,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/1998,VAN
7800,Jump Shot,Jump Shot,358,21100769,33.8523,162,192,-118.1078,0,3,0,2011-12,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/31/2012,NOH
7801,Jump Shot,Jump Shot,233,20500130,33.9193,-133,125,-118.4028,11,3,0,2005-06,8,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/18/2005,LAC
7802,Jump Shot,Jump Shot,279,49900069,33.9723,-12,72,-118.2818,2,3,1,1999-00,38,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/20/2000,POR
7803,Jump Shot,Jump Shot,226,20200946,34.0343,80,10,-118.1898,3,2,0,2002-03,0,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/15/2003,MIL
7804,Jump Shot,Jump Shot,308,21100652,33.8773,187,167,-118.0828,6,3,0,2011-12,19,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/16/2012,MIN
7805,Driving Dunk Shot,Dunk,2,40300316,34.0443,0,0,-118.2698,11,1,1,2003-04,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/31/2004,MIN
7806,Jump Shot,Jump Shot,98,20100986,33.8923,132,152,-118.1378,0,1,0,2001-02,39,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/22/2002,DET
7807,Jump Shot,Jump Shot,408,20000884,33.9093,134,135,-118.1358,5,4,0,2000-01,23,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/7/2001,TOR
7808,Driving Layup Shot,Layup,70,20800235,34.0443,0,0,-118.2698,5,1,0,2008-09,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/2008,DAL
7809,Jump Shot,Jump Shot,13,20601099,33.8943,-118,150,-118.3878,10,1,0,2006-07,33,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/1/2007,SAC
7810,Fadeaway Jump Shot,Jump Shot,98,21400264,33.9323,13,112,-118.2568,2,1,0,2014-15,9,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/3/2014,WAS
7811,Jump Shot,Jump Shot,234,20500852,34.0083,-204,36,-118.4738,10,3,0,2005-06,34,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/1/2006,POR
7812,Driving Layup Shot,Layup,12,20300793,34.0443,0,0,-118.2698,10,1,0,2003-04,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2004,PHI
7813,Jump Shot,Jump Shot,150,20100707,33.7803,-63,264,-118.3328,7,2,0,2001-02,25,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/12/2002,WAS
7814,Jump Shot,Jump Shot,360,20601044,33.8203,154,224,-118.1158,3,3,0,2006-07,34,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/25/2007,GSW
7815,Jump Shot,Jump Shot,63,49900059,33.9513,130,93,-118.1398,4,1,1,1999-00,9,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/16/2000,PHX
7816,Jump Shot,Jump Shot,144,20201003,33.8273,43,217,-118.2268,8,2,0,2002-03,50,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,3/23/2003,SAS
7817,Jump Shot,Jump Shot,171,29800088,33.8993,138,145,-118.1318,7,2,0,1998-99,4,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/16/1999,CHA
7818,Pullup Jump shot,Jump Shot,72,21201053,33.8913,-119,153,-118.3888,3,1,0,2012-13,17,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/25/2013,GSW
7819,Jump Shot,Jump Shot,405,40900231,33.8383,-182,206,-118.4518,6,4,1,2009-10,48,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/2/2010,UTA
7820,Layup Shot,Layup,99,29600698,34.0443,0,0,-118.2698,2,1,0,1996-97,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/12/1997,MIN
7821,Jump Shot,Jump Shot,226,20200476,33.8843,-123,160,-118.3928,2,2,0,2002-03,6,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/5/2003,PHX
7822,Jump Shot,Jump Shot,370,20900869,33.8433,78,201,-118.1918,8,4,0,2009-10,14,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/26/2010,PHI
7823,Turnaround Jump Shot,Jump Shot,6,40600155,33.9653,69,79,-118.2008,11,1,1,2006-07,19,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/2/2007,PHX
7824,Fadeaway Jump Shot,Jump Shot,358,20700002,33.9223,-153,122,-118.4228,1,3,0,2007-08,41,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,10/30/2007,HOU
7825,Driving Layup Shot,Layup,185,20200142,34.0443,0,0,-118.2698,3,2,0,2002-03,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/17/2002,HOU
7826,Jump Shot,Jump Shot,44,21501121,34.0233,-102,21,-118.3718,7,1,0,2015-16,4,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/30/2016,MIA
7827,Driving Layup Shot,Layup,29,40700403,34.0443,0,0,-118.2698,9,1,1,2007-08,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/10/2008,BOS
7828,Jump Shot,Jump Shot,161,20900238,33.9923,80,52,-118.1898,9,2,0,2009-10,2,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,11/28/2009,GSW
7829,Jump Shot,Jump Shot,75,40500152,33.9193,144,125,-118.1258,3,1,1,2005-06,59,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/26/2006,PHX
7830,Driving Dunk Shot,Dunk,318,20700572,34.0443,0,0,-118.2698,6,3,0,2007-08,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2008,PHX
7831,Jump Shot,Jump Shot,119,20601154,33.9143,204,130,-118.0658,1,1,0,2006-07,33,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/9/2007,DEN
7832,Layup Shot,Layup,258,29900483,34.0443,0,0,-118.2698,1,2,0,1999-00,40,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/10/2000,DEN
7833,Pullup Jump shot,Jump Shot,48,21500851,33.9203,159,124,-118.1108,7,1,0,2015-16,21,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/24/2016,MEM
7834,Driving Layup Shot,Layup,347,29800135,34.0443,0,0,-118.2698,5,3,0,1998-99,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/22/1999,DEN
7835,Turnaround Jump Shot,Jump Shot,56,21200263,33.9673,92,77,-118.1778,5,1,0,2012-13,14,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/5/2012,NOH
7836,Jump Shot,Jump Shot,405,20800562,33.9183,-117,126,-118.3868,3,4,0,2008-09,22,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/13/2009,HOU
7837,Jump Shot,Jump Shot,383,20101164,33.8693,79,175,-118.1908,6,4,0,2001-02,58,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/15/2002,SEA
7838,Jump Shot,Jump Shot,199,20701198,34.0443,197,0,-118.0728,2,2,0,2007-08,5,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/13/2008,SAS
7839,Jump Shot,Jump Shot,45,20400895,33.8143,154,230,-118.1158,5,1,0,2004-05,18,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/8/2005,LAC
7840,Jump Shot,Jump Shot,33,21000793,33.9553,233,89,-118.0368,7,1,0,2010-11,42,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/11/2011,NYK
7841,Jump Shot,Jump Shot,4,40100313,33.9173,-111,127,-118.3808,11,1,1,2001-02,41,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/24/2002,SAC
7842,Fadeaway Jump Shot,Jump Shot,97,20900413,34.0473,103,-3,-118.1668,3,1,0,2009-10,41,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/22/2009,OKC
7843,Jump Shot,Jump Shot,445,29900214,33.9203,-96,124,-118.3658,10,4,0,1999-00,52,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/1/1999,GSW
7844,Jump Shot,Jump Shot,530,21400264,34.0143,160,30,-118.1098,0,4,0,2014-15,58,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/3/2014,WAS
7845,Alley Oop Dunk Shot,Dunk,70,20800131,34.0443,0,0,-118.2698,4,1,0,2008-09,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/2008,DET
7846,Jump Shot,Jump Shot,3,20100986,33.9093,-16,135,-118.2858,11,1,0,2001-02,43,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/22/2002,DET
7847,Driving Layup Shot,Layup,251,29800333,34.0443,0,0,-118.2698,1,2,0,1998-99,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/19/1999,PHI
7848,Jump Shot,Jump Shot,431,20500930,33.8373,-181,207,-118.4508,3,4,0,2005-06,57,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/12/2006,SEA
7849,Driving Layup Shot,Layup,318,20900935,34.0443,0,0,-118.2698,10,3,0,2009-10,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/7/2010,ORL
7850,Layup Shot,Layup,346,20200045,34.0443,0,0,-118.2698,10,4,0,2002-03,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/3/2002,POR
7851,Jump Shot,Jump Shot,358,40700223,33.9043,156,140,-118.1138,8,4,1,2007-08,48,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/9/2008,UTA
7852,Jump Shot,Jump Shot,19,21100502,33.9483,64,96,-118.2058,9,1,0,2011-12,33,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2/23/2012,OKC
7853,Running Jump Shot,Jump Shot,134,40000085,33.8773,94,167,-118.1758,8,2,1,2000-01,59,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/10/2001,PHI
7854,Jump Shot,Jump Shot,181,20300488,33.8863,-8,158,-118.2778,4,2,0,2003-04,41,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1/6/2004,MIN
7855,Jump Shot,Jump Shot,345,40100312,34.0373,163,7,-118.1068,1,3,1,2001-02,53,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/20/2002,SAC
7856,Layup Shot,Layup,267,40200223,34.0443,0,0,-118.2698,8,3,1,2002-03,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/9/2003,SAS
7857,Reverse Layup Shot,Layup,152,20401208,34.0373,-13,7,-118.2828,7,2,0,2004-05,4,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/18/2005,GSW
7858,Jump Shot,Jump Shot,259,20201123,33.7833,-2,261,-118.2718,9,3,0,2002-03,58,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/8/2003,DAL
7859,Jump Shot,Jump Shot,236,29700981,34.0323,121,12,-118.1488,0,2,0,1997-98,22,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/22/1998,SAC
7860,Layup Shot,Layup,199,40800145,34.0443,0,0,-118.2698,2,2,1,2008-09,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/27/2009,UTA
7861,Jump Shot,Jump Shot,167,20500802,33.9473,-159,97,-118.4288,6,2,0,2005-06,32,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/23/2006,SAC
7862,Jump Shot,Jump Shot,272,20000222,33.8373,167,207,-118.1028,9,3,0,2000-01,6,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/30/2000,SEA
7863,Jump Shot,Jump Shot,317,20100950,33.9383,102,106,-118.1678,1,3,0,2001-02,41,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/17/2002,DAL
7864,Jump Shot,Jump Shot,98,20900458,33.8433,-139,201,-118.4088,2,1,0,2009-10,47,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/29/2009,GSW
7865,Jump Shot,Jump Shot,26,40800401,33.9893,42,55,-118.2278,8,1,1,2008-09,12,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/4/2009,ORL
7866,Slam Dunk Shot,Dunk,245,20000246,34.0443,0,0,-118.2698,10,3,0,2000-01,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/3/2000,DAL
7867,Layup Shot,Layup,106,20500019,34.0443,0,0,-118.2698,1,1,0,2005-06,53,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/3/2005,PHX
7868,Turnaround Jump Shot,Jump Shot,423,40600151,33.9753,-154,69,-118.4238,1,4,1,2006-07,51,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/22/2007,PHX
7869,Jump Shot,Jump Shot,9,20901107,33.9433,-147,101,-118.4168,10,1,0,2009-10,13,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/31/2010,ATL
7870,Jump Shot,Jump Shot,14,20000629,34.0043,142,40,-118.1278,9,1,0,2000-01,30,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/28/2001,NYK
7871,Fadeaway Jump Shot,Jump Shot,10,21100825,33.8353,-37,209,-118.3068,11,1,0,2011-12,6,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/6/2012,HOU
7872,Jump Shot,Jump Shot,315,20200587,33.9063,-136,138,-118.4058,6,3,0,2002-03,46,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/20/2003,LAC
7873,Jump Shot,Jump Shot,104,21200488,33.9643,62,80,-118.2078,3,1,0,2012-13,33,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1/4/2013,LAC
7874,Reverse Layup Shot,Layup,421,20700679,34.0443,0,0,-118.2698,1,4,0,2007-08,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/1/2008,TOR
7875,Turnaround Fadeaway shot,Jump Shot,286,41100232,33.9833,56,61,-118.2138,6,3,1,2011-12,13,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/16/2012,OKC
7876,Turnaround Jump Shot,Jump Shot,430,21200830,33.8503,-65,194,-118.3348,7,4,0,2012-13,20,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/24/2013,DAL
7877,Pullup Jump shot,Jump Shot,475,21500734,33.8443,-133,200,-118.4028,5,4,0,2015-16,2,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/2/2016,MIN
7878,Jump Shot,Jump Shot,294,20100225,33.9623,235,82,-118.0348,6,3,0,2001-02,51,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/30/2001,SEA
7879,Jump Shot,Jump Shot,229,21001028,33.9173,144,127,-118.1258,2,2,0,2010-11,24,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/18/2011,MIN
7880,Jump Shot,Jump Shot,288,21000483,33.9643,154,80,-118.1158,7,3,0,2010-11,54,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/31/2010,PHI
7881,Jump Shot,Jump Shot,364,20700675,33.8753,209,169,-118.0608,10,4,0,2007-08,17,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/31/2008,DET
7882,Jump Shot,Jump Shot,274,20200106,33.8763,26,168,-118.2438,9,3,0,2002-03,35,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/12/2002,ATL
7883,Turnaround Fadeaway shot,Jump Shot,169,20801038,34.0253,165,19,-118.1048,5,2,0,2008-09,28,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/21/2009,CHI
7884,Driving Layup Shot,Layup,357,20900004,34.0443,0,0,-118.2698,3,3,0,2009-10,45,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/27/2009,LAC
7885,Jump Shot,Jump Shot,318,20200842,33.8883,52,156,-118.2178,3,3,0,2002-03,23,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/28/2003,SEA
7886,Jump Shot,Jump Shot,498,21300357,33.9043,226,140,-118.0438,1,4,0,2013-14,48,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/16/2013,ATL
7887,Jump Shot,Jump Shot,461,20100259,33.7913,7,253,-118.2628,5,4,0,2001-02,14,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/5/2001,DAL
7888,Jump Shot,Jump Shot,6,20800574,33.9843,143,60,-118.1268,10,1,0,2008-09,59,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/14/2009,SAS
7889,Hook Bank Shot,Bank Shot,188,20500346,34.0033,43,41,-118.2268,2,2,0,2005-06,0,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/18/2005,HOU
7890,Jump Shot,Jump Shot,278,20601107,33.9493,36,95,-118.2338,8,3,0,2006-07,56,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/3/2007,DEN
7891,Jump Shot,Jump Shot,230,20700546,33.8123,-138,232,-118.4078,11,3,0,2007-08,4,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/13/2008,MEM
7892,Jump Shot,Jump Shot,206,21000571,33.9973,-92,47,-118.3618,1,2,0,2010-11,57,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/12/2011,GSW
7893,Driving Reverse Layup Shot,Layup,98,21100395,34.0353,17,9,-118.2528,2,1,0,2011-12,0,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/10/2012,NYK
7894,Layup Shot,Layup,513,21200419,34.0373,-13,7,-118.2828,6,4,0,2012-13,25,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/26/2012,DEN
7895,Jump Shot,Jump Shot,303,20901107,33.9643,-193,80,-118.4628,4,3,0,2009-10,22,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/31/2010,ATL
7896,Jump Shot,Jump Shot,64,20700432,33.8863,34,158,-118.2358,5,1,0,2007-08,13,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/28/2007,UTA
7897,Jump Shot,Jump Shot,102,40100317,33.8483,0,196,-118.2698,1,1,1,2001-02,8,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/2/2002,SAC
7898,Tip Shot,Tip Shot,88,20700222,34.0443,0,0,-118.2698,3,1,0,2007-08,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/29/2007,DEN
7899,Jump Shot,Jump Shot,46,20400930,33.8803,190,164,-118.0798,5,1,0,2004-05,46,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/14/2005,WAS
7900,Layup Shot,Layup,90,20600096,34.0443,0,0,-118.2698,2,1,0,2006-07,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/2006,MEM
7901,Tip Shot,Tip Shot,80,40000071,34.0443,0,0,-118.2698,3,1,1,2000-01,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/2001,SAS
7902,Jump Shot,Jump Shot,203,20100440,34.0143,199,30,-118.0708,3,2,0,2001-02,22,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/2/2002,DEN
7903,Jump Bank Shot,Jump Shot,448,21100141,34.0083,-56,36,-118.3258,5,4,0,2011-12,11,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/10/2012,PHX
7904,Jump Shot,Jump Shot,130,29900758,33.8713,98,173,-118.1718,9,2,0,1999-00,57,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/22/2000,NJN
7905,Jump Shot,Jump Shot,327,20100259,34.0343,50,10,-118.2198,3,3,0,2001-02,51,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/5/2001,DAL
7906,Running Jump Shot,Jump Shot,531,21100180,33.8793,7,165,-118.2628,2,4,0,2011-12,36,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/14/2012,LAC
7907,Jump Shot,Jump Shot,325,20000206,34.0023,-12,42,-118.2818,6,3,0,2000-01,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/28/2000,IND
